id,name,weight,status,sport,fantasy_positions,college,player_id,practice_description,rotowire_id,active,position,number,last_name,height,injury_status,injury_body_part,injury_notes,practice_participation,high_school,team,sportradar_id,yahoo_id,years_exp,fantasy_data_id,hashtag,search_last_name,first_name,birth_city,espn_id,birth_date,search_first_name,news_updated,gsis_id,birth_country,birth_state,search_full_name,depth_chart_position,rotoworld_id,depth_chart_order,injury_start_date,stats_id
1528,Nate Palmer,248,Inactive,nfl,['LB'],Illinois State,1528,,8956,False,LB,50,Palmer,"6'2""",,,,,Simeon (IL),,a1308227-2421-4537-9074-3218f078d9f6,26816,7,15139,#natepalmer-NFL-FA-50,palmer,Nate,,15930,1989-09-23,nate,1533678958801,00-0030104,,,natepalmer,,,,,464024
1529,J.C. Tretter,307,Active,nfl,['OL'],Cornell,1529,,8706,True,C,64,Tretter,76,,,,,Akron Central (NY),CLE,671d2fd7-41bb-457a-8e93-904ee7d94eb1,26745,9,15140,#jctretter-NFL-CLE-64,tretter,J.C.,,16001,1991-02-12,jc,1661444403806,00-0030076,,,jctretter,,8543,,,
1530,Charles Johnson,215,Injured Reserve,nfl,['WR'],Grand Valley State,1530,,8913,False,WR,84,Johnson,"6'2""",,,,,Lloyd Memorial (KY),,be08946a-31ea-46da-b572-19c1e1948d14,26839,7,15141,#charlesjohnson-NFL-FA-84,johnson,Charles,,15885,1989-02-27,charles,1567894204895,00-0030113,,,charlesjohnson,,8615,,,386696
1531,Sharrif Floyd,311,Inactive,nfl,['DL'],Florida,1531,,8673,False,DT,73,Floyd,"6'3""",,,,,Washington (PA),,877fd653-7aae-42b2-a0b6-341396039da3,26646,7,15146,#sharriffloyd-NFL-FA-73,floyd,Sharrif,,15791,1991-05-28,sharrif,1519249501138,,,,sharriffloyd,,8430,,,557186
1532,Gerald Hodges,236,Inactive,nfl,['LB'],Penn State,1532,,8720,False,LB,0,Hodges,74,,,,,Paulsboro (NJ),,b399ac02-6b52-4ae9-8eb0-7b3fffc29eea,26743,9,15147,#geraldhodges-NFL-FA-0,hodges,Gerald,,15977,1991-01-17,gerald,1586277040617,00-0030385,,,geraldhodges,,8541,,,493471
1533,Jeff Locke,195,Inactive,nfl,['P'],UCLA,1533,,8985,False,P,2,Locke,"6'0""",,,,,Mountain Ridge (AZ),,e6166069-6d2c-4121-9988-bc7b533e1558,26778,7,15148,#jefflocke-NFL-FA-2,locke,Jeff,,15926,1989-09-27,jeff,1535831709072,00-0030405,,,jefflocke,,,,,461708
1534,Michael Mauti,243,Inactive,nfl,['LB'],Penn State,1534,,8870,False,LB,56,Mauti,"6'2""",,,,,Mandeville (LA),,f33ad1a5-3346-45f9-9ff1-e91f9818ed6f,26836,7,15149,#michaelmauti-NFL-FA-56,mauti,Michael,,15903,1990-01-19,michael,1526508301312,,,,michaelmauti,,,,,448030
1535,Cordarrelle Patterson,220,Active,nfl,['RB'],Tennessee,1535,,8792,True,RB,84,Patterson,74,,,,,Northwestern (SC),PIT,da85107c-365c-4d58-90ab-479d97d798b4,26652,12,15150,#cordarrellepatterson-NFL-PIT-84,patterson,Cordarrelle,,15807,1991-03-17,cordarrelle,1736973016555,00-0030578,,,cordarrellepatterson,RB,8327,4,,690153
1536,Xavier Rhodes,210,Active,nfl,['DB'],Florida State,1536,,8637,True,CB,39,Rhodes,73,,,,,Norland (FL),,81a5c010-2e89-4b65-a924-015cf4ea3f94,26648,10,15151,#xavierrhodes-NFL-FA-39,rhodes,Xavier,,15810,1990-06-19,xavier,1673891113143,00-0030575,,,xavierrhodes,,8386,,,
1537,Joplo Bartu,230,Inactive,nfl,['LB'],Texas State,1537,,9088,False,LB,54,Bartu,"6'2""",,,,,,,c157e36d-dbe1-4c37-a3f7-8e63f8d3067d,27010,7,15154,#joplobartu-NFL-FA-54,bartu,Joplo,,16171,1989-10-03,joplo,,,,,joplobartu,,,,,
1538,Ryan Schraeder,300,Inactive,nfl,['OL'],Valdosta State,1538,,9090,False,T,73,Schraeder,79,,,,,Maize (KS),,e965df63-0d31-42d7-b93e-3f2778647a61,27033,9,15170,#ryanschraeder-NFL-FA-73,schraeder,Ryan,,16222,1988-05-04,ryan,1552502454303,00-0029786,,,ryanschraeder,,8829,,,
1539,Paul Worrilow,230,Active,nfl,['LB'],Delaware,1539,,9044,True,LB,40,Worrilow,72,,,,,Concord (DE),,fe1eeca3-7ad7-4bc2-9c55-b5662818642c,27040,9,15176,#paulworrilow-NFL-FA-40,worrilow,Paul,,16243,1990-05-01,paul,1600275005411,00-0029792,,,paulworrilow,,8840,,,507354
1540,Robert Alford,186,Active,nfl,['DB'],Southeastern Louisiana,1540,,8645,True,CB,23,Alford,70,,,,,Hammond (LA),,4f5ca039-21f3-4045-9c2e-c0b4d5d564c5,26683,9,15177,#robertalford-NFL-FA-23,alford,Robert,,15817,1988-11-01,robert,1648218927956,00-0030528,,,robertalford,,8462,,,
1541,Malliciah Goodman,276,Inactive,nfl,['DL'],Clemson,1541,,8662,False,DE,99,Goodman,"6'4""",,,,,West Florence (SC),,3885de37-f491-48a5-9e6a-ad9f83d8f8cb,26750,7,15178,#malliciahgoodman-NFL-FA-99,goodman,Malliciah,,15957,1990-01-04,malliciah,,,,,malliciahgoodman,,,,,495645
1542,Kemal Ishmael,206,Active,nfl,"['DB', 'LB']",Central Florida,1542,,8940,True,SS,36,Ishmael,72,,,,,North Miami Beach (FL),,e4039abe-35b3-4b78-9752-e714ef01cecd,26866,9,15179,#kemalishmael-NFL-FA-36,ishmael,Kemal,,16008,1991-05-06,kemal,1583081131314,00-0030427,,,kemalishmael,,,,,514236
1543,Stansly Maponga,265,Inactive,nfl,"['DL', 'LB']",Texas Christian,1543,,8867,False,DE,59,Maponga,"6'2""",,,,,Hebron (TX),,ae0be14a-f28b-41fe-ae4b-34729024138a,26776,7,15180,#stanslymaponga-NFL-FA-59,maponga,Stansly,,15999,1991-03-05,stansly,1534195806438,,,,stanslymaponga,,,,,
1544,Sean Renfree,225,Inactive,nfl,['QB'],Duke,1544,,8917,False,QB,13,Renfree,"6'5""",,,,,Notre Dame Prep (AZ),,9ea8eb0a-32f3-4eab-992f-71e607ec65eb,26872,7,15182,#seanrenfree-NFL-FA-13,renfree,Sean,,15894,1990-04-28,sean,,,,,seanrenfree,,8478,,,463951
1545,Desmond Trufant,190,Active,nfl,['DB'],Washington,1545,,8641,True,CB,10,Trufant,72,,,,,Wilson (WA),,f14e6b34-3c77-44e7-bc9c-6c691d3fe46b,26645,9,15183,#desmondtrufant-NFL-FA-10,trufant,Desmond,,15812,1990-09-10,desmond,1634776843855,00-0030562,,,desmondtrufant,,8447,,,
1546,Kenjon Barner,195,Inactive,nfl,['RB'],Oregon,1546,,8762,True,RB,38,Barner,69,,,,,Notre Dame (CA),,5ec072b3-2837-4cf1-bb4f-ecd873949626,26805,9,15185,#kenjonbarner-NFL-FA-38,barner,Kenjon,,15921,1989-04-28,kenjon,1670975421639,00-0030465,,,kenjonbarner,,8456,,,459193
1547,A.J. Klein,240,Active,nfl,['LB'],Iowa State,1547,,8942,True,LB,52,Klein,73,,,,,Kimberly (WI),,9342eba6-e307-4c55-a0f7-993518dd4415,26771,11,15186,#ajklein-NFL-FA-52,klein,A.J.,,15964,1991-07-30,aj,1722382233850,00-0030463,,,ajklein,,8558,,,
1548,Star Lotulelei,315,Active,nfl,['DL'],Utah,1548,,8668,True,DT,98,Lotulelei,74,,,,,Bingham (UT),BUF,2d19098b-f154-4b28-976d-79182af014df,26637,9,15188,#starlotulelei-NFL-BUF-98,lotulelei,Star,,15802,1989-12-20,star,1647636024067,00-0030455,,,starlotulelei,,8431,,,543761
1549,Kawann Short,315,Active,nfl,['DL'],Purdue,1549,,8674,True,DT,99,Short,75,,,,,Central (IN),,123f0733-0afb-4291-8e57-9970e229309b,26667,9,15189,#kawannshort-NFL-FA-99,short,Kawann,,15862,1989-02-02,kawann,1626829546607,00-0030448,,,kawannshort,,8434,,,
1550,Ryan Griffin,218,Active,nfl,['QB'],Tulane,1550,,8923,True,QB,4,Griffin,76,,,,,Chaminade College Prep (CA),,949c34b9-150a-4a1b-b884-1fcf1ebaabdf,26949,10,15190,#ryangriffin-NFL-FA-4,griffin,Ryan,,16140,1989-11-17,ryan,1711038060009,00-0029857,,,ryangriffin,,8507,,,466883
1551,Austin Johnson,240,Inactive,nfl,['RB'],Tennessee,1551,,9899,False,FB,46,Johnson,"6'2""",,,,,Hickory (NC),,360f6480-729a-437c-9875-5a409f4ca03b,26601,7,15191,#austinjohnson-NFL-FA-46,johnson,Austin,,15765,1989-06-16,austin,1514841902093,00-0029729,,,austinjohnson,,,,,449465
1552,Terron Armstead,305,Active,nfl,"['OL', 'OT']",Arkansas-Pine Bluff,1552,,8827,True,T,72,Armstead,77,NA,Undisclosed,,,Cahokia (IL),,0cb6209d-2397-4be2-9cb7-f990bfb67e69,26698,12,15193,#terronarmstead-NFL-FA-72,armstead,Terron,,15821,1991-07-23,terron,1743908715633,00-0030067,,,terronarmstead,,8464,,,
1553,John Jenkins,327,Active,nfl,['DL'],Georgia,1553,,8672,True,DT,62,Jenkins,75,,,,,Maloney (CT),BAL,60d48e85-931c-45dc-b62f-024503a2e09b,26705,12,15194,#johnjenkins-NFL-BAL-62,jenkins,John,,15846,1989-07-11,john,1747631139715,00-0030070,,,johnjenkins,DL,,,,607087
1554,Rufus Johnson,272,Inactive,nfl,"['DL', 'LB']",Tarleton State,1554,,8963,False,LB,62,Johnson,"6'5""",,,,,Grady Spruce (TX),,58cd5920-2dd3-468b-8531-2973b97efebb,26806,7,15195,#rufusjohnson-NFL-FA-62,johnson,Rufus,,16031,1990-08-28,rufus,,,,,rufusjohnson,,,,,
1555,Kenny Stills,202,Active,nfl,['WR'],Oklahoma,1555,,8800,True,WR,12,Stills,73,,,,,La Costa Canyon (CA),,4734f8dc-2ca4-4437-88f2-c8b8974abefc,26767,9,15196,#kennystills-NFL-FA-12,stills,Kenny,,16016,1992-04-22,kenny,1642371643797,00-0030085,,,kennystills,,8482,,,542896
1556,Kenny Vaccaro,214,Injured Reserve,nfl,['DB'],Texas,1556,,8684,True,SS,0,Vaccaro,72,,,,,Early (TX),,a2270ced-ae01-4dee-a177-9dca7c5b20cc,26638,9,15197,#kennyvaccaro-NFL-FA-0,vaccaro,Kenny,,15813,1991-02-15,kenny,1638827756956,00-0030060,,,kennyvaccaro,,8451,,,492781
1557,Johnthan Banks,185,Inactive,nfl,['DB'],Mississippi State,1557,,8638,False,CB,33,Banks,"6'2""",,,,,East Webster (MS),,ed34cf85-1e5f-4967-89b0-3ff70e5555fa,26666,7,15199,#johnthanbanks-NFL-FA-33,banks,Johnthan,,15824,1989-10-03,johnthan,1507679941362,00-0030469,,,johnthanbanks,,8446,,,512197
1558,William Gholston,281,Active,nfl,['DL'],Michigan State,1558,,8664,True,DE,92,Gholston,78,,,,,Southeastern (MI),,a0557106-4517-4516-a5e7-d46cba52fe44,26749,12,15200,#williamgholston-NFL-FA-92,gholston,William,,16019,1991-07-31,william,1736095537221,00-0030386,,,williamgholston,,8545,,,
1559,Mike Glennon,225,Active,nfl,['QB'],North Carolina State,1559,,8745,True,QB,16,Glennon,78,,,,,Westfield (VA),,e1235f1e-26ce-438c-8168-3b1ded4ab893,26696,10,15201,#mikeglennon-NFL-FA-16,glennon,Mike,,15837,1989-12-12,mike,1673325011837,00-0030520,,,mikeglennon,,8374,,,464346
1560,Mike James,215,Inactive,nfl,['RB'],Miami,1560,,8909,False,RB,39,James,"5'10""",,,,,Ridge Community (FL),,c442ca48-a25a-476d-a74f-dd7bf18551e9,26812,7,15202,#mikejames-NFL-FA-39,james,Mike,,15968,1991-04-13,mike,,,,,mikejames,,,,,495193
1561,Steven Means,269,Inactive,nfl,['DL'],Buffalo,1561,,8974,True,LB,60,Means,75,Questionable,Achilles,Surgery,,Grover Cleveland (NY),,c639a18a-ee1a-46ed-8707-580711fa33db,26770,10,15203,#stevenmeans-NFL-FA-60,means,Steven,,15936,1990-09-16,steven,1663627223460,00-0030387,,,stevenmeans,,,,,
1562,Akeem Spence,307,Active,nfl,['DL'],Illinois,1562,,8676,True,DT,0,Spence,73,,,,,Fort Walton Beach (FL),,10969a29-e4ca-47d3-9100-0017774f2cc2,26723,10,15204,#akeemspence-NFL-FA-0,spence,Akeem,,15958,1991-11-29,akeem,1664060132317,00-0030402,,,akeemspence,,8527,,,508581
1563,Daren Bates,225,Active,nfl,['LB'],Auburn,1563,,9073,True,LB,53,Bates,71,,,,,Olive Branch (MS),,2c8e1238-0125-484e-b4f2-c0d08b5ef952,27166,9,15206,#darenbates-NFL-FA-53,bates,Daren,,16299,1990-11-27,daren,1640465105137,00-0029794,,,darenbates,,,,,
1564,Benny Cunningham,218,Inactive,nfl,['RB'],Middle Tennessee,1564,,9062,False,RB,29,Cunningham,70,,,,,Goodpasture Christian (TN),,06787c1d-f02b-4217-9152-c269e826928a,27167,9,15207,#bennycunningham-NFL-FA-29,cunningham,Benny,,16055,1990-07-07,benny,1568736911644,00-0029795,,,bennycunningham,,8953,,,499493
1565,Cody Davis,205,Active,nfl,['DB'],Texas Tech,1565,,9173,True,DB,22,Davis,74,,,,,Stephenville (TX),,4f454037-be8e-4575-b332-5e40f4788970,27105,11,15208,#codydavis-NFL-FA-22,davis,Cody,,16286,1989-06-06,cody,1711659337836,00-0029764,,,codydavis,,8897,,,461491
1566,Robert Steeples,192,Inactive,nfl,['DB'],Memphis,1566,,,False,CB,26,Steeples,"6'1""",,,,,,,62f37027-a6f5-4e2e-85c2-f30876002aa8,,1,15213,#robertsteeples-NFL-FA-26,steeples,Robert,,16292,1989-11-27,robert,,,,,robertsteeples,,,,,
1567,Tavon Austin,185,Active,nfl,['WR'],West Virginia,1567,,8793,True,WR,86,Austin,68,,,,,Dunbar (MD),,502b3a6c-e965-478a-858e-964b4ac2296c,26631,9,15215,#tavonaustin-NFL-FA-86,austin,Tavon,,15786,1990-03-15,tavon,1723594805033,00-0030525,,,tavonaustin,,8402,,,513826
1568,Stedman Bailey,194,Inactive,nfl,['WR'],West Virginia,1568,,8616,False,WR,12,Bailey,"5'10""",,,,,Miramar (FL),,bdf9b438-3ec5-485b-ab9c-bbce34e5e306,26715,7,15216,#stedmanbailey-NFL-FA-12,bailey,Stedman,,15822,1990-11-11,stedman,1520532601158,,,,stedmanbailey,,8380,,,513828
1569,Barrett Jones,308,Inactive,nfl,['OL'],Alabama,1569,,8632,False,C,77,Jones,"6'4""",,,,,Evangelical Christian (TN),,eb881031-ffac-4e6e-80c3-fdfbc6272642,26736,7,15217,#barrettjones-NFL-FA-77,jones,Barrett,,15908,1990-05-25,barrett,,,,,barrettjones,,,,,
1570,T.J. McDonald,223,Inactive,nfl,['DB'],Southern California,1570,,8689,False,SS,22,McDonald,74,,,,,Edison (CA),,e0f05175-f652-4f5e-9931-068a712291e6,26694,9,15218,#tjmcdonald-NFL-FA-22,mcdonald,T.J.,,15852,1991-01-26,tj,1569374142033,00-0030530,,,tjmcdonald,,8458,,,510155
1571,Brandon McGee,193,Inactive,nfl,['DB'],Miami,1571,,8973,False,CB,42,McGee,"5'11""",,,,,Plantation (FL),,244c313a-5a45-4d95-9817-bd9fef8889e7,26772,7,15219,#brandonmcgee-NFL-FA-42,mcgee,Brandon,,15949,1990-12-11,brandon,,,,,brandonmcgee,,,,,
1572,Alec Ogletree,250,Active,nfl,['LB'],Georgia,1572,,8695,True,LB,44,Ogletree,75,,,,,Newnan (GA),,b94f3978-ba88-428a-924b-3fbfdf04b058,26653,9,15220,#alecogletree-NFL-FA-44,ogletree,Alec,,15806,1991-09-25,alec,1687380038330,00-0030527,,,alecogletree,,8383,,,552990
1573,Zac Stacy,224,Inactive,nfl,['RB'],Vanderbilt,1573,,8770,False,RB,30,Stacy,"5'9""",,,,,Bibb County (AL),,0f034359-b69c-4c34-a648-de78e394ddab,26783,7,15221,#zacstacy-NFL-FA-30,stacy,Zac,,15996,1991-04-09,zac,,,,,zacstacy,,8400,,,504352
1574,Jonathan Cooper,308,Inactive,nfl,['OL'],North Carolina,1574,,8702,True,G,70,Cooper,74,,,,,Hoggard (NC),,d6aea7ed-2c24-4be5-b789-41e3ba0c2137,26630,9,15223,#jonathancooper-NFL-FA-70,cooper,Jonathan,,15787,1990-01-19,jonathan,1565997049861,00-0030590,,,jonathancooper,,8419,,,
1575,Andre Ellington,199,Inactive,nfl,['RB'],Clemson,1575,,8757,False,RB,32,Ellington,"5'9""",,,,,Berkeley (SC),,1ce7bca8-68f0-47ba-9484-5baf57dd75e8,26810,7,15224,#andreellington-NFL-FA-32,ellington,Andre,,15893,1989-02-03,andre,1567369537188,00-0030287,,,andreellington,,8388,,,463495
1576,Tyrann Mathieu,190,Active,nfl,['DB'],LSU,1576,,8593,True,DB,32,Mathieu,69,,,,,St. Augustine (LA),NO,8c8b7d6e-6ed8-4a10-8ae9-b50300bd766b,26692,12,15226,#tyrannmathieu-NFL-NO-32,mathieu,Tyrann,,15851,1992-05-13,tyrann,1741718702996,00-0030459,,,tyrannmathieu,FS,8387,1,,540520
1577,Kevin Minter,246,Active,nfl,['LB'],LSU,1577,,8694,True,LB,51,Minter,72,,,,,Peachtree Ridge (GA),,186014e2-3430-4510-867f-a7013daf0bb8,26668,9,15227,#kevinminter-NFL-FA-51,minter,Kevin,,15856,1990-12-03,kevin,1641412209870,00-0030382,,,kevinminter,,8443,,,494295
1578,Alex Okafor,261,Active,nfl,['DL'],Texas,1578,,8656,True,DE,97,Okafor,76,,,,,Pflugerville (TX),,b200f413-296d-49f3-9ef2-f60e21c2f5fd,26726,9,15228,#alexokafor-NFL-FA-97,okafor,Alex,,15976,1991-02-08,alex,1631216757581,00-0030503,,,alexokafor,,8428,,,
1579,Stepfan Taylor,214,Inactive,nfl,['RB'],Stanford,1579,,8759,False,RB,30,Taylor,"5'9""",,,,,Mansfield (TX),,01547e57-de64-4860-a521-525509dacf5b,26763,7,15230,#stepfantaylor-NFL-FA-30,taylor,Stepfan,,15981,1991-06-09,stepfan,,,,,stepfantaylor,,,,,503203
1580,Earl Watford,300,Active,nfl,['OL'],James Madison,1580,,9092,True,OL,0,Watford,75,,,,,Simon Gratz (PA),,f6244333-6b6a-4e61-bc2c-cb6ffc2f318a,26739,9,15231,#earlwatford-NFL-FA-0,watford,Earl,,15901,1990-06-24,earl,1634102405574,00-0030504,,,earlwatford,,8538,,,
1581,Carter Bykowski,306,Inactive,nfl,['OL'],Iowa State,1581,,10019,False,G,61,Bykowski,"6'7""",,,,,,,c41d780f-c5e9-4593-8091-aa102dfa9c2e,26869,3,15232,#carterbykowski-NFL-FA-61,bykowski,Carter,,15892,1990-07-25,carter,,,,,carterbykowski,,,,,
1582,Cornellius Carradine,267,Inactive,nfl,['DL'],Florida State,1582,,8661,True,DE,92,Carradine,76,,,,,Taft (OH),,d36267e0-f2ef-4dd0-8bda-2a9238a377b7,26663,9,15233,#cornelliuscarradine-NFL-FA-92,carradine,Cornellius,,15829,1990-02-18,cornellius,1569350442771,00-0030457,,,cornelliuscarradine,,8429,,,592911
1583,Marcus Cooper,197,Inactive,nfl,['DB'],Rutgers,1583,,9082,False,CB,31,Cooper,74,,,,,Bloomfield (CT),,38709da2-bd62-45f9-a7cd-f209879aca81,26875,9,15234,#marcuscooper-NFL-FA-31,cooper,Marcus,,15888,1990-02-01,marcus,1565730006323,00-0030127,,,marcuscooper,,8641,,,
1584,B.J. Daniels,217,Inactive,nfl,"['QB', 'WR']",South Florida,1584,,8916,False,WR,35,Daniels,"5'11""",,,,,Lincoln (FL),,d5cd4c8a-d534-4dee-aef1-3d1f7e974b61,26860,7,15235,#bjdaniels-NFL-FA-35,daniels,B.J.,,15899,1989-10-24,bj,1507579322343,,,,bjdaniels,,,,,464874
1585,Quinton Dial,318,Inactive,nfl,['DL'],Alabama,1585,,8944,False,NT,91,Dial,"6'5""",,,,,Clay-Chalkville (AL),,2d915e15-6716-436d-b5fa-6b77d28b0982,26780,7,15236,#quintondial-NFL-FA-91,dial,Quinton,,16028,1990-07-21,quinton,1558108856157,,,,quintondial,,,,,593209
1586,Corey Lemonier,255,Injured Reserve,nfl,"['DL', 'LB']",Auburn,1586,,8663,False,DE,44,Lemonier,"6'3""",,,,,Hialeah (FL),,c5200422-e1d0-43de-b4a0-9580454edd8b,26711,7,15238,#coreylemonier-NFL-FA-44,lemonier,Corey,,15849,1991-11-19,corey,,,,,coreylemonier,,,,,557127
1587,Vance McDonald,267,Injured Reserve,nfl,['TE'],Rice,1587,,8785,True,TE,0,McDonald,76,,,,,East Chambers (TX),,8f24a248-b328-43ec-8677-67600e42a8f7,26678,9,15239,#vancemcdonald-NFL-FA-0,mcdonald,Vance,,15853,1990-06-13,vance,1611334209698,00-0030470,,,vancemcdonald,,8413,,,494969
1588,Nick Moody,245,Inactive,nfl,['LB'],Florida State,1588,,8945,False,LB,55,Moody,"6'1""",,,,,Roman Catholic (PA),,672d1cf7-7c1a-44ac-b120-2621ce0006f8,26803,7,15240,#nickmoody-NFL-FA-55,moody,Nick,,15933,1990-01-29,nick,,,,,nickmoody,,,,,
1589,Quinton Patton,204,Injured Reserve,nfl,['WR'],Louisiana Tech,1589,,8797,False,WR,11,Patton,"6'0""",,,,,La Vergne (TN),,33629816-c735-4a70-9e7c-eec8445eab7a,26751,7,15241,#quintonpatton-NFL-FA-11,patton,Quinton,,16026,1990-08-09,quinton,,,,,quintonpatton,,8403,,,592833
1590,Eric Reid,213,Active,nfl,['DB'],Louisiana State,1590,,8685,True,SS,25,Reid,73,,,,,Dutchtown (LA),,c615cf52-bc61-43ed-bb76-39695ca019c0,26641,9,15242,#ericreid-NFL-FA-25,reid,Eric,,15809,1991-12-10,eric,1585950331788, 00-0030548,,,ericreid,,8453,,,540523
1591,Alvin Bailey,320,Inactive,nfl,['OL'],Arkansas,1591,,8704,False,G,78,Bailey,"6'3""",,,,,Broken Arrow (OK),,af867ba7-f44e-4c1f-a4b3-61a9b5a7065d,26894,7,15244,#alvinbailey-NFL-FA-78,bailey,Alvin,,16044,1991-08-26,alvin,,,,,alvinbailey,,8690,,,
1592,Darren Fells,281,Active,nfl,['TE'],California-Irvine,1592,,9758,True,TE,88,Fells,79,,,,,Fullerton (CA),TB,54d4e35a-2e6c-48f6-86ad-92dd596c173c,26612,9,15247,#darrenfells-NFL-TB-88,fells,Darren,,15773,1986-04-22,darren,1641878430945,00-0029738,,,darrenfells,,8472,,,266414
1593,John Lotulelei,233,Injured Reserve,nfl,['LB'],Nevada-Las Vegas,1593,,9125,False,LB,47,Lotulelei,"5'11""",,,,,Baldwin (HI),,aad219c2-ba59-493e-85c3-fba67a55444c,26897,7,15248,#johnlotulelei-NFL-FA-47,lotulelei,John,,16087,1991-12-04,john,,,,,johnlotulelei,,,,,
1594,Michael Bowie,320,Inactive,nfl,['OL'],"Northeastern State, Okla.",1594,,9124,False,OT,61,Bowie,77,,,,,Page (OK),,dfd8f952-5326-4f54-8914-c588c0cdacfb,26865,9,15253,#michaelbowie-NFL-FA-61,bowie,Michael,,15975,1991-09-25,michael,,,,,michaelbowie,,,,,
1595,Chris Harper,228,Inactive,nfl,['WR'],Kansas State,1595,,,False,WR,14,Harper,"6'1""",,,,,,,c6c558e1-e2b2-4fb5-a5a3-ee58526f10d8,,1,15254,#chrisharper-NFL-FA-14,harper,Chris,,,1989-09-10,chris,,,,,chrisharper,,,,,
1596,Christine Michael,221,Inactive,nfl,['RB'],Texas A&M,1596,,8758,False,RB,38,Michael,70,,,,,West Brook (TX),,cf8e8522-6220-4612-a8a1-72c496dac536,26685,9,15256,#christinemichael-NFL-FA-38,michael,Christine,,15855,1990-11-09,christine,1537835703205,00-0030432,,,christinemichael,,8469,,,511398
1597,Ty Powell,249,Inactive,nfl,['LB'],Harding - AR,1597,,8868,False,OLB,57,Powell,"6'2""",,,,,,,8e66a2b2-739f-4ab5-af4b-30d5138b54a1,,3,15257,#typowell-NFL-FA-57,powell,Ty,,16036,1988-04-27,ty,,,,,typowell,,,,,
1598,Ryan Seymour,301,Inactive,nfl,['OL'],Vanderbilt,1598,,9222,False,G,62,Seymour,"6'4""",,,,,Camden County (GA),,a73d78ff-3bc7-4e65-a8e5-b81ed642d37d,26843,7,15258,#ryanseymour-NFL-FA-62,seymour,Ryan,,15898,1990-02-07,ryan,,,,,ryanseymour,,,,,
1599,Tharold Simon,202,Inactive,nfl,['DB'],Louisiana State,1599,,8648,False,CB,29,Simon,"6'2""",,,,,Eunice (LA),,21a71d59-6198-4c30-9895-3c5967605397,26761,7,15259,#tharoldsimon-NFL-FA-29,simon,Tharold,,16021,1991-03-06,tharold,,,,,tharoldsimon,,8511,,,540524
1600,Jared Smith,302,Inactive,nfl,['OL'],New Hampshire,1600,,8972,False,G,62,Smith,"6'3""",,,,,,,e33d52d3-b3a2-40f7-9a6e-4c3bfd0a30e7,26864,1,15260,#jaredsmith-NFL-FA-62,smith,Jared,,15902,1990-03-20,jared,,,,,jaredsmith,,,,,
1601,Spencer Ware,224,Inactive,nfl,['RB'],Louisiana State,1601,,8625,True,RB,39,Ware,70,,,,,Princeton (OH),,bbb63a36-8613-4675-8e5e-34200d245ff0,26817,9,15261,#spencerware-NFL-FA-39,ware,Spencer,,16020,1991-11-23,spencer,1608683445050,00-0030414,,,spencerware,,8594,,,540526
1602,Jesse Williams,323,Inactive,nfl,['DL'],Alabama,1602,,8671,False,DT,90,Williams,"6'3""",,,,,,,1a7d9526-76d9-4267-b083-c919560ee4b5,26760,3,15262,#jessewilliams-NFL-FA-90,williams,Jesse,,16029,1990-11-02,jesse,,,,,jessewilliams,,,,,
1603,Luke Willson,254,Injured Reserve,nfl,['TE'],Rice,1603,,8907,True,TE,0,Willson,77,,,,,St. Thomas of Villanova (CAN),,16c67c97-ffd9-4f92-917d-ad6124ce1f6e,26781,9,15263,#lukewillson-NFL-FA-0,willson,Luke,,16121,1990-01-15,luke,1629924305166,00-0030089,,,lukewillson,,8567,,,466869
1604,Nick Williams,184,Active,nfl,['WR'],UConn,1604,,17647,True,WR,0,Williams,70,,,,,Hun School of Princeton (NJ),DEN,c87f0526-a85d-439d-a447-070c66ede612,27201,10,15268,#nickwilliams-NFL-DEN-0,williams,Nick,,16345,1990-11-23,nick,1693172141154,00-0029848,,,nickwilliams,,,,,511823
1605,Emory Blake,196,Inactive,nfl,['WR'],Auburn,1605,,,False,WR,16,Blake,"6'0""",,,,,,,26decf01-e8c2-423b-8e52-18d1e34f207c,27195,1,15270,#emoryblake-NFL-FA-16,blake,Emory,,16300,1991-07-18,emory,,,,,emoryblake,,,,,508564
1606,Jumal Rolle,188,Inactive,nfl,['DB'],Catawba,1606,,9237,False,CB,38,Rolle,"6'0""",,,,,Beddingfield (NC),,152ebb93-95a9-410a-a6c4-a93184fda16a,27011,7,15274,#jumalrolle-NFL-FA-38,rolle,Jumal,,16219,1990-05-28,jumal,,,,,jumalrolle,,,,,
1607,Dalton Freeman,285,Inactive,nfl,['OL'],Clemson,1607,,9530,False,C,63,Freeman,"6'5""",,,,,,,9227aaa4-5c7a-457d-b7a9-aad4ba509d1c,26985,2,15276,#daltonfreeman-NFL-FA-63,freeman,Dalton,,16186,1990-06-18,dalton,,,,,daltonfreeman,,,,,
1608,Rontez Miles,203,Active,nfl,['DB'],"California, Pa.",1608,,9194,True,FS,45,Miles,72,,,,,Woodland Hills (PA),,2592f1d6-3cc5-4e32-b6fb-18ad517be491,26989,9,15280,#rontezmiles-NFL-FA-45,miles,Rontez,,16206,1988-11-25,rontez,1573099221348,00-0030170,,,rontezmiles,,,,,401167
